"id","museum_code","specimen_id","specimen_id_original","genus","species","subspecies","locus","found_title"
"AFMTDNA1333","LGEMA","loBAI190","LGEMA loBAI190","Myrmeciza","loricata",NA,"nd2","Myrmeciza loricata isolate LGEMA loBAI190 NADH dehydrogenase subunit 2 (ND2) gene, complete cds; mitochondrial"
"AFMTDNA1334","LGEMA","loBAI253","LGEMA loBAI253","Myrmeciza","loricata",NA,"nd2","Myrmeciza loricata isolate LGEMA loBAI253 NADH dehydrogenase subunit 2 (ND2) gene, complete cds; mitochondrial"
"AFMTDNA1335","LGEMA","13743","LGEMA 13743","Myrmeciza","loricata",NA,"nd2","Myrmeciza loricata isolate LGEMA 13743 NADH dehydrogenase subunit 2 (ND2) gene, complete cds; mitochondrial"
"AFMTDNA1336","LGEMA","13750","LGEMA 13750","Myrmeciza","loricata",NA,"nd2","Myrmeciza loricata isolate LGEMA 13750 NADH dehydrogenase subunit 2 (ND2) gene, complete cds; mitochondrial"
"AFMTDNA1337","LGEMA","13756","LGEMA 13756","Myrmeciza","loricata",NA,"nd2","Myrmeciza loricata isolate LGEMA 13756 NADH dehydrogenase subunit 2 (ND2) gene, complete cds; mitochondrial"
"AFMTDNA1338","LGEMA","13759","LGEMA 13759","Myrmeciza","loricata",NA,"nd2","Myrmeciza loricata isolate LGEMA 13759 NADH dehydrogenase subunit 2 (ND2) gene, complete cds; mitochondrial"
"AFMTDNA1339","LGEMA","2670","LGEMA 2670","Myrmeciza","loricata",NA,"nd2","Myrmeciza loricata isolate LGEMA 2670 NADH dehydrogenase subunit 2 (ND2) gene, complete cds; mitochondrial"
"AFMTDNA1340","LGEMA","2671","LGEMA 2671","Myrmeciza","loricata",NA,"nd2","Myrmeciza loricata isolate LGEMA 2671 NADH dehydrogenase subunit 2 (ND2) gene, complete cds; mitochondrial"
"AFMTDNA1341","LGEMA","14528","LGEMA 14528","Myrmeciza","squamosa",NA,"nd2","Myrmeciza squamosa isolate LGEMA 14528 NADH dehydrogenase subunit 2 (ND2) gene, complete cds; mitochondrial"
"AFMTDNA1342","LGEMA","14557","LGEMA 14557","Myrmeciza","squamosa",NA,"nd2","Myrmeciza squamosa isolate LGEMA 14557 NADH dehydrogenase subunit 2 (ND2) gene, complete cds; mitochondrial"
"AFMTDNA1343","LGEMA","14583","LGEMA 14583","Myrmeciza","squamosa",NA,"nd2","Myrmeciza squamosa isolate LGEMA 14583 NADH dehydrogenase subunit 2 (ND2) gene, complete cds; mitochondrial"
"AFMTDNA1344","LGEMA","14584","LGEMA 14584","Myrmeciza","squamosa",NA,"nd2","Myrmeciza squamosa isolate LGEMA 14584 NADH dehydrogenase subunit 2 (ND2) gene, complete cds; mitochondrial"
"AFMTDNA1345","LGEMA","14600","LGEMA 14600","Myrmeciza","squamosa",NA,"nd2","Myrmeciza squamosa isolate LGEMA 14600 NADH dehydrogenase subunit 2 (ND2) gene, complete cds; mitochondrial"
"AFMTDNA1347","LGEMA","14602","LGEMA 14602","Myrmeciza","squamosa",NA,"nd2","Myrmeciza squamosa isolate LGEMA 14602 NADH dehydrogenase subunit 2 (ND2) gene, complete cds; mitochondrial"
"AFMTDNA1348","LGEMA","14603","LGEMA 14603","Myrmeciza","squamosa",NA,"nd2","Myrmeciza squamosa isolate LGEMA 14603 NADH dehydrogenase subunit 2 (ND2) gene, complete cds; mitochondrial"
"AFMTDNA1349","LGEMA","14661","LGEMA 14661","Myrmeciza","squamosa",NA,"nd2","Myrmeciza squamosa isolate LGEMA 14661 NADH dehydrogenase subunit 2 (ND2) gene, complete cds; mitochondrial"
"AFMTDNA1350","LGEMA","14662","LGEMA 14662","Myrmeciza","squamosa",NA,"nd2","Myrmeciza squamosa isolate LGEMA 14662 NADH dehydrogenase subunit 2 (ND2) gene, complete cds; mitochondrial"
"AFMTDNA1351","LGEMA","14663","LGEMA 14663","Myrmeciza","squamosa",NA,"nd2","Myrmeciza squamosa isolate LGEMA 14663 NADH dehydrogenase subunit 2 (ND2) gene, complete cds; mitochondrial"
"AFMTDNA1352","LGEMA","14678","LGEMA 14678","Myrmeciza","squamosa",NA,"nd2","Myrmeciza squamosa isolate LGEMA 14678 NADH dehydrogenase subunit 2 (ND2) gene, complete cds; mitochondrial"
"AFMTDNA1353","LGEMA","14679","LGEMA 14679","Myrmeciza","squamosa",NA,"nd2","Myrmeciza squamosa isolate LGEMA 14679 NADH dehydrogenase subunit 2 (ND2) gene, complete cds; mitochondrial"
"AFMTDNA1354","LGEMA","14701","LGEMA 14701","Myrmeciza","squamosa",NA,"nd2","Myrmeciza squamosa isolate LGEMA 14701 NADH dehydrogenase subunit 2 (ND2) gene, complete cds; mitochondrial"
"AFMTDNA1355","LGEMA","12062","LGEMA 12062","Myrmeciza","squamosa",NA,"nd2","Myrmeciza squamosa isolate LGEMA 12062 NADH dehydrogenase subunit 2 (ND2) gene, complete cds; mitochondrial"
"AFMTDNA1356","LGEMA","12065","LGEMA 12065","Myrmeciza","squamosa",NA,"nd2","Myrmeciza squamosa isolate LGEMA 12065 NADH dehydrogenase subunit 2 (ND2) gene, complete cds; mitochondrial"
"AFMTDNA1357","LGEMA","12066","LGEMA 12066","Myrmeciza","squamosa",NA,"nd2","Myrmeciza squamosa isolate LGEMA 12066 NADH dehydrogenase subunit 2 (ND2) gene, complete cds; mitochondrial"
"AFMTDNA1358","LGEMA","12067","LGEMA 12067","Myrmeciza","squamosa",NA,"nd2","Myrmeciza squamosa isolate LGEMA 12067 NADH dehydrogenase subunit 2 (ND2) gene, complete cds; mitochondrial"
"AFMTDNA1359","LGEMA","2452","LGEMA 2452","Myrmeciza","squamosa",NA,"nd2","Myrmeciza squamosa isolate LGEMA 2452 NADH dehydrogenase subunit 2 (ND2) gene, complete cds; mitochondrial"
"AFMTDNA1360","LGEMA","14713","LGEMA 14713","Myrmeciza","squamosa",NA,"nd2","Myrmeciza squamosa isolate LGEMA 14713 NADH dehydrogenase subunit 2 (ND2) gene, complete cds; mitochondrial"
"AFMTDNA1361","MZUSP","85223","MZUSP 85223","Myrmeciza","squamosa",NA,"nd2","Myrmeciza squamosa isolate MZUSP 85223 NADH dehydrogenase subunit 2 (ND2) gene, complete cds; mitochondrial"
"AFMTDNA1362","MZUSP","85222","MZUSP 85222","Myrmeciza","squamosa",NA,"nd2","Myrmeciza squamosa isolate MZUSP 85222 NADH dehydrogenase subunit 2 (ND2) gene, complete cds; mitochondrial"
"AFMTDNA1363","MZUSP","87806","MZUSP 87806","Myrmeciza","squamosa",NA,"nd2","Myrmeciza squamosa isolate MZUSP 87806 NADH dehydrogenase subunit 2 (ND2) gene, complete cds; mitochondrial"
"AFMTDNA1364","MZUSP","87807","MZUSP 87807","Myrmeciza","squamosa",NA,"nd2","Myrmeciza squamosa isolate MZUSP 87807 NADH dehydrogenase subunit 2 (ND2) gene, complete cds; mitochondrial"
"AFMTDNA1365","LGEMA","12033","LGEMA 12033","Myrmeciza","squamosa",NA,"nd2","Myrmeciza squamosa isolate LGEMA 12033 NADH dehydrogenase subunit 2 (ND2) gene, complete cds; mitochondrial"
"AFMTDNA1366","LGEMA","12042","LGEMA 12042","Myrmeciza","squamosa",NA,"nd2","Myrmeciza squamosa isolate LGEMA 12042 NADH dehydrogenase subunit 2 (ND2) gene, complete cds; mitochondrial"
"AFMTDNA1367","LGEMA","12050","LGEMA 12050","Myrmeciza","squamosa",NA,"nd2","Myrmeciza squamosa isolate LGEMA 12050 NADH dehydrogenase subunit 2 (ND2) gene, complete cds; mitochondrial"
"AFMTDNA1368","LGEMA","12053","LGEMA 12053","Myrmeciza","squamosa",NA,"nd2","Myrmeciza squamosa isolate LGEMA 12053 NADH dehydrogenase subunit 2 (ND2) gene, complete cds; mitochondrial"
"AFMTDNA1369","LGEMA","12055","LGEMA 12055","Myrmeciza","squamosa",NA,"nd2","Myrmeciza squamosa isolate LGEMA 12055 NADH dehydrogenase subunit 2 (ND2) gene, complete cds; mitochondrial"
"AFMTDNA1370","LGEMA","1526","LGEMA 1526","Myrmeciza","squamosa",NA,"nd2","Myrmeciza squamosa isolate LGEMA 1526 NADH dehydrogenase subunit 2 (ND2) gene, complete cds; mitochondrial"
"AFMTDNA1371","MZUSP","82547","MZUSP 82547","Myrmeciza","squamosa",NA,"nd2","Myrmeciza squamosa isolate MZUSP 82547 NADH dehydrogenase subunit 2 (ND2) gene, complete cds; mitochondrial"
"AFMTDNA1372","MZUSP","82548","MZUSP 82548","Myrmeciza","squamosa",NA,"nd2","Myrmeciza squamosa isolate MZUSP 82548 NADH dehydrogenase subunit 2 (ND2) gene, complete cds; mitochondrial"
"AFMTDNA1373","MZUSP","82611","MZUSP 82611","Myrmeciza","squamosa",NA,"nd2","Myrmeciza squamosa isolate MZUSP 82611 NADH dehydrogenase subunit 2 (ND2) gene, complete cds; mitochondrial"
"AFMTDNA1374","LGEMA","10328","LGEMA 10328","Myrmeciza","squamosa",NA,"nd2","Myrmeciza squamosa isolate LGEMA 10328 NADH dehydrogenase subunit 2 (ND2) gene, complete cds; mitochondrial"
"AFMTDNA1375","LGEMA","10333","LGEMA 10333","Myrmeciza","squamosa",NA,"nd2","Myrmeciza squamosa isolate LGEMA 10333 NADH dehydrogenase subunit 2 (ND2) gene, complete cds; mitochondrial"
"AFMTDNA1376","LGEMA","1525","LGEMA 1525","Myrmeciza","squamosa",NA,"nd2","Myrmeciza squamosa isolate LGEMA 1525 NADH dehydrogenase subunit 2 (ND2) gene, complete cds; mitochondrial"
"AFMTDNA1377","LGEMA","12008","LGEMA 12008","Myrmeciza","squamosa",NA,"nd2","Myrmeciza squamosa isolate LGEMA 12008 NADH dehydrogenase subunit 2 (ND2) gene, complete cds; mitochondrial"
"AFMTDNA1378","MZUSP","81159","MZUSP 81159","Myrmeciza","squamosa",NA,"nd2","Myrmeciza squamosa isolate MZUSP 81159 NADH dehydrogenase subunit 2 (ND2) gene, complete cds; mitochondrial"
"AFMTDNA1417",NA,NA,"11661","Pyriglena","atra",NA,"nd2","Pyriglena atra voucher LGEMA 11661 NADH dehydrogenase 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA1542",NA,NA,"MMC 160","Pyriglena","leucoptera",NA,"nd2","Pyriglena leucoptera voucher MMC 160 MZUSP NADH dehydrogenase 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA1643","MZUFV","1716/1502","MZUFV 1716/1502","Pyriglena","leucoptera",NA,"nd2","Pyriglena leucoptera voucher MZUFV 1716/1502 NADH dehydrogenase 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA1646","MZUFV","1724/1510","MZUFV 1724/1510","Pyriglena","leucoptera",NA,"nd2","Pyriglena leucoptera voucher MZUFV 1724/1510 NADH dehydrogenase 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA1647","MZUFV","1725/1511","MZUFV 1725/1511","Pyriglena","leucoptera",NA,"nd2","Pyriglena leucoptera voucher MZUFV 1725/1511 NADH dehydrogenase 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA1651",NA,NA,"1708","Pyriglena","leucoptera",NA,"nd2","Pyriglena leucoptera voucher 1708 MZUFV NADH dehydrogenase 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA1667","MZUFV","1647","MZUFV 1647","Pyriglena","leucoptera",NA,"nd2","Pyriglena leucoptera voucher 1647 MZUFV NADH dehydrogenase 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA1668","MZUFV","1679","MZUFV 1679","Pyriglena","leucoptera",NA,"nd2","Pyriglena leucoptera voucher 1679 MZUFV NADH dehydrogenase 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA1742","UFMG","4491","DZ UFMG 4491","Pyriglena","leucoptera",NA,"nd2","Pyriglena leucoptera voucher DZUFMG 4491 NADH dehydrogenase 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA1785",NA,NA,"395431","Pyriglena","leucoptera",NA,"nd2","Pyriglena leucoptera voucher FMNH 395431 NADH dehydrogenase 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA1843",NA,NA,"366","Pyriglena","leucoptera",NA,"nd2","Pyriglena leucoptera voucher KU 366 NADH dehydrogenase 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA1850","LGEMA","P2263","LGEMA P2263","Schiffornis","virescens",NA,"cr","Schiffornis virescens tissue-lib LGEMA-P2263 control region, partial sequence; mitochondrial"
"AFMTDNA1851","UFMG","B2284","B2284","Schiffornis","virescens",NA,"cr","Schiffornis virescens tissue-lib B2284 control region, partial sequence; mitochondrial"
"AFMTDNA1852","UFMG","B1990","B1990","Schiffornis","virescens",NA,"cr","Schiffornis virescens tissue-lib B1990 control region, partial sequence; mitochondrial"
"AFMTDNA1853","UFMG","B1989","B1989","Schiffornis","virescens",NA,"cr","Schiffornis virescens tissue-lib B1989 control region, partial sequence; mitochondrial"
"AFMTDNA1854","UFMG","B2279","B2279","Schiffornis","virescens",NA,"cr","Schiffornis virescens tissue-lib B2279 control region, partial sequence; mitochondrial"
"AFMTDNA1855","UFMG","B2280","B2280","Schiffornis","virescens",NA,"cr","Schiffornis virescens tissue-lib B2280 control region, partial sequence; mitochondrial"
"AFMTDNA1856","UFMG","B2281","B2281","Schiffornis","virescens",NA,"cr","Schiffornis virescens tissue-lib B2281 control region, partial sequence; mitochondrial"
"AFMTDNA1857","UFMG","B2282","B2282","Schiffornis","virescens",NA,"cr","Schiffornis virescens tissue-lib B2282 control region, partial sequence; mitochondrial"
"AFMTDNA1858","UFMG","B2283","B2283","Schiffornis","virescens",NA,"cr","Schiffornis virescens tissue-lib B2283 control region, partial sequence; mitochondrial"
"AFMTDNA1859","UFMG","B1091","B1091","Schiffornis","virescens",NA,"cr","Schiffornis virescens tissue-lib B1091 control region, partial sequence; mitochondrial"
"AFMTDNA1860","UFMG","B2285","B2285","Schiffornis","virescens",NA,"cr","Schiffornis virescens tissue-lib B2285 control region, partial sequence; mitochondrial"
"AFMTDNA1861","UFMG","B1570","B1570","Schiffornis","virescens",NA,"cr","Schiffornis virescens tissue-lib B1570 control region, partial sequence; mitochondrial"
"AFMTDNA1862","UFMG","B1022","B1022","Schiffornis","virescens",NA,"cr","Schiffornis virescens tissue-lib B1022 control region, partial sequence; mitochondrial"
"AFMTDNA1863","UFMG","B1711","B1711","Schiffornis","virescens",NA,"cr","Schiffornis virescens tissue-lib B1711 control region, partial sequence; mitochondrial"
"AFMTDNA1864","LGEMA","P1965","P1965","Schiffornis","virescens",NA,"cr","Schiffornis virescens tissue-lib LGEMA-P1965 control region, partial sequence; mitochondrial"
"AFMTDNA1865","LGEMA","P1867","P1867","Schiffornis","virescens",NA,"cr","Schiffornis virescens tissue-lib LGEMA-P1867 control region, partial sequence; mitochondrial"
"AFMTDNA1866","LGEMA","P1957","P1957","Schiffornis","virescens",NA,"cr","Schiffornis virescens tissue-lib LGEMA-P1957 control region, partial sequence; mitochondrial"
"AFMTDNA1867","LGEMA","P1960","P1960","Schiffornis","virescens",NA,"cr","Schiffornis virescens tissue-lib LGEMA-P1960 control region, partial sequence; mitochondrial"
"AFMTDNA1868","LGEMA","P1959","P1959","Schiffornis","virescens",NA,"cr","Schiffornis virescens tissue-lib LGEMA-P1959 control region, partial sequence; mitochondrial"
"AFMTDNA1869","LGEMA","P1973","P1973","Schiffornis","virescens",NA,"cr","Schiffornis virescens tissue-lib LGEMA-P1973 control region, partial sequence; mitochondrial"
"AFMTDNA1870","LGEMA","P2158","P2158","Schiffornis","virescens",NA,"cr","Schiffornis virescens tissue-lib LGEMA-P2158 control region, partial sequence; mitochondrial"
"AFMTDNA1871","LGEMA","P1494","P1494","Schiffornis","virescens",NA,"cr","Schiffornis virescens tissue-lib LGEMA-P1494 control region, partial sequence; mitochondrial"
"AFMTDNA1873","LGEMA","P1388","P1388","Schiffornis","virescens",NA,"cr","Schiffornis virescens tissue-lib LGEMA-P1388 control region, partial sequence; mitochondrial"
"AFMTDNA1874","LGEMA","P1703","LGEMA P1703","Schiffornis","virescens",NA,"cr","Schiffornis virescens tissue-lib LGEMA-P1703 control region, partial sequence; mitochondrial"
"AFMTDNA1875","LGEMA","P1686","LGEMA P1686","Schiffornis","virescens",NA,"cr","Schiffornis virescens tissue-lib LGEMA-P1686 control region, partial sequence; mitochondrial"
"AFMTDNA1876","LGEMA","P1322","P1322","Schiffornis","virescens",NA,"cr","Schiffornis virescens tissue-lib LGEMA-P1322 control region, partial sequence; mitochondrial"
"AFMTDNA1877","LGEMA","P1346","P1346","Schiffornis","virescens",NA,"cr","Schiffornis virescens tissue-lib LGEMA-P1346 control region, partial sequence; mitochondrial"
"AFMTDNA1878","LGEMA","P1339","P1339","Schiffornis","virescens",NA,"cr","Schiffornis virescens tissue-lib LGEMA-P1339 control region, partial sequence; mitochondrial"
"AFMTDNA1879","LGEMA","P1332","P1332","Schiffornis","virescens",NA,"cr","Schiffornis virescens tissue-lib LGEMA-P1332 control region, partial sequence; mitochondrial"
"AFMTDNA1880","LGEMA","P1333","P1333","Schiffornis","virescens",NA,"cr","Schiffornis virescens tissue-lib LGEMA-P1333 control region, partial sequence; mitochondrial"
"AFMTDNA1881","LGEMA","P681","LGEMA P681","Schiffornis","virescens",NA,"cr","Schiffornis virescens tissue-lib LGEMA-P681 control region, partial sequence; mitochondrial"
"AFMTDNA1882","LGEMA","P519","P519","Schiffornis","virescens",NA,"cr","Schiffornis virescens tissue-lib LGEMA-P519 control region, partial sequence; mitochondrial"
"AFMTDNA1883","LGEMA","P493","P493","Schiffornis","virescens",NA,"cr","Schiffornis virescens tissue-lib LGEMA-P493 control region, partial sequence; mitochondrial"
"AFMTDNA1884","LGEMA","P542","P542","Schiffornis","virescens",NA,"cr","Schiffornis virescens tissue-lib LGEMA-P542 control region, partial sequence; mitochondrial"
"AFMTDNA1885","LGEMA","P463","P463","Schiffornis","virescens",NA,"cr","Schiffornis virescens tissue-lib LGEMA-P463 control region, partial sequence; mitochondrial"
"AFMTDNA1886","LGEMA","P435","P435","Schiffornis","virescens",NA,"cr","Schiffornis virescens tissue-lib LGEMA-P435 control region, partial sequence; mitochondrial"
"AFMTDNA1887","LGEMA","P448","P448","Schiffornis","virescens",NA,"cr","Schiffornis virescens tissue-lib LGEMA-P448 control region, partial sequence; mitochondrial"
"AFMTDNA1888","LGEMA","P461","P461","Schiffornis","virescens",NA,"cr","Schiffornis virescens tissue-lib LGEMA-P461 control region, partial sequence; mitochondrial"
"AFMTDNA1889","LGEMA","P544","P544","Schiffornis","virescens",NA,"cr","Schiffornis virescens tissue-lib LGEMA-P544 control region, partial sequence; mitochondrial"
"AFMTDNA1890","LGEMA","P618","P618","Schiffornis","virescens",NA,"cr","Schiffornis virescens tissue-lib LGEMA-P618 control region, partial sequence; mitochondrial"
"AFMTDNA1891","LGEMA","P518","P518","Schiffornis","virescens",NA,"cr","Schiffornis virescens tissue-lib LGEMA-P518 control region, partial sequence; mitochondrial"
"AFMTDNA1892","LGEMA","P714","LGEMA P714","Schiffornis","virescens",NA,"cr","Schiffornis virescens tissue-lib LGEMA-P714 control region, partial sequence; mitochondrial"
"AFMTDNA1893","LGEMA","P773","LGEMA P773","Schiffornis","virescens",NA,"cr","Schiffornis virescens tissue-lib LGEMA-P773 control region, partial sequence; mitochondrial"
"AFMTDNA1894","LGEMA","P713","LGEMA P713","Schiffornis","virescens",NA,"cr","Schiffornis virescens tissue-lib LGEMA-P713 control region, partial sequence; mitochondrial"
"AFMTDNA1895","LGEMA","P869","LGEMA P869","Schiffornis","virescens",NA,"cr","Schiffornis virescens tissue-lib LGEMA-P869 control region, partial sequence; mitochondrial"
"AFMTDNA1896","LGEMA","P958","LGEMA P958","Schiffornis","virescens",NA,"cr","Schiffornis virescens tissue-lib LGEMA-P958 control region, partial sequence; mitochondrial"
"AFMTDNA1897","LGEMA","P980","LGEMA P980","Schiffornis","virescens",NA,"cr","Schiffornis virescens tissue-lib LGEMA-P980 control region, partial sequence; mitochondrial"
"AFMTDNA1898","LGEMA","P1211","LGEMA P1211","Schiffornis","virescens",NA,"cr","Schiffornis virescens tissue-lib LGEMA-P1211 control region, partial sequence; mitochondrial"
"AFMTDNA1899","LGEMA","P1220","LGEMA P1220","Schiffornis","virescens",NA,"cr","Schiffornis virescens tissue-lib LGEMA-P1220 control region, partial sequence; mitochondrial"
"AFMTDNA1900","LGEMA","P1221","LGEMA P1221","Schiffornis","virescens",NA,"cr","Schiffornis virescens tissue-lib LGEMA-P1221 control region, partial sequence; mitochondrial"
"AFMTDNA1901","LGEMA","10369","10369","Schiffornis","virescens",NA,"cr","Schiffornis virescens tissue-lib LGEMA-10369 control region, partial sequence; mitochondrial"
"AFMTDNA1902","LGEMA","10341","10341","Schiffornis","virescens",NA,"cr","Schiffornis virescens tissue-lib LGEMA-10341 control region, partial sequence; mitochondrial"
"AFMTDNA1903","LGEMA","10348","10348","Schiffornis","virescens",NA,"cr","Schiffornis virescens tissue-lib LGEMA-10348 control region, partial sequence; mitochondrial"
"AFMTDNA1904","LGEMA","10359","10359","Schiffornis","virescens",NA,"cr","Schiffornis virescens tissue-lib LGEMA-10359 control region, partial sequence; mitochondrial"
"AFMTDNA1906","LGEMA","P1753","LGEMA P1753","Schiffornis","virescens",NA,"cr","Schiffornis virescens tissue-lib LGEMA-P1753 control region, partial sequence; mitochondrial"
"AFMTDNA1907","LGEMA","P1756","LGEMA P1756","Schiffornis","virescens",NA,"cr","Schiffornis virescens tissue-lib LGEMA-P1756 control region, partial sequence; mitochondrial"
"AFMTDNA1908","LGEMA","864","LGEMA 864","Conopophaga","lineata",NA,"cr","Conopophaga lineata voucher LGEMA 864 D-loop, partial sequence; mitochondrial"
"AFMTDNA1909","LGEMA","894","LGEMA 894","Conopophaga","lineata",NA,"cr","Conopophaga lineata voucher LGEMA 894 D-loop, partial sequence; mitochondrial"
"AFMTDNA1910","LGEMA","896","LGEMA 896","Conopophaga","lineata",NA,"cr","Conopophaga lineata voucher LGEMA 896 D-loop, partial sequence; mitochondrial"
"AFMTDNA1911","LGEMA","909","LGEMA 909","Conopophaga","lineata",NA,"cr","Conopophaga lineata voucher LGEMA 909 D-loop, partial sequence; mitochondrial"
"AFMTDNA1912","LGEMA","934","LGEMA 934","Conopophaga","lineata",NA,"cr","Conopophaga lineata voucher LGEMA 934 D-loop, partial sequence; mitochondrial"
"AFMTDNA1913","LGEMA","995","LGEMA 995","Conopophaga","lineata",NA,"cr","Conopophaga lineata voucher LGEMA 995 D-loop, partial sequence; mitochondrial"
"AFMTDNA1914","LGEMA","1002","LGEMA 1002","Conopophaga","lineata",NA,"cr","Conopophaga lineata voucher LGEMA 1002 D-loop, partial sequence; mitochondrial"
"AFMTDNA1915","LGEMA","1006","LGEMA 1006","Conopophaga","lineata",NA,"cr","Conopophaga lineata voucher LGEMA 1006 D-loop, partial sequence; mitochondrial"
"AFMTDNA1916","LGEMA","1229","LGEMA 1229","Conopophaga","lineata",NA,"cr","Conopophaga lineata voucher LGEMA 1229 D-loop, partial sequence; mitochondrial"
"AFMTDNA1917","LGEMA","104","LGEMA 1046","Conopophaga","lineata",NA,"cr","Conopophaga lineata voucher LGEMA 1046 D-loop, partial sequence; mitochondrial"
"AFMTDNA1918","LGEMA","1125","LGEMA 1125","Conopophaga","lineata",NA,"cr","Conopophaga lineata voucher LGEMA 1125 D-loop, partial sequence; mitochondrial"
"AFMTDNA1919","LGEMA","1064","LGEMA 1064","Conopophaga","lineata",NA,"cr","Conopophaga lineata voucher LGEMA 1064 D-loop, partial sequence; mitochondrial"
"AFMTDNA1920","LGEMA","1070","LGEMA 1070","Conopophaga","lineata",NA,"cr","Conopophaga lineata voucher LGEMA 1070 D-loop, partial sequence; mitochondrial"
"AFMTDNA1921","LGEMA","1071","LGEMA 1071","Conopophaga","lineata",NA,"cr","Conopophaga lineata voucher LGEMA 1071 D-loop, partial sequence; mitochondrial"
"AFMTDNA1922","LGEMA","1269","LGEMA 1269","Conopophaga","lineata",NA,"cr","Conopophaga lineata voucher LGEMA 1269 D-loop, partial sequence; mitochondrial"
"AFMTDNA1923","LGEMA","1349","LGEMA 1349","Conopophaga","lineata",NA,"cr","Conopophaga lineata voucher LGEMA 1349 D-loop, partial sequence; mitochondrial"
"AFMTDNA1924","LGEMA","1415","LGEMA 1415","Conopophaga","lineata",NA,"cr","Conopophaga lineata voucher LGEMA 1415 D-loop, partial sequence; mitochondrial"
"AFMTDNA1925","LGEMA","1416","LGEMA 1416","Conopophaga","lineata",NA,"cr","Conopophaga lineata voucher LGEMA 1416 D-loop, partial sequence; mitochondrial"
"AFMTDNA1926","LGEMA","1423","LGEMA 1423","Conopophaga","lineata",NA,"cr","Conopophaga lineata voucher LGEMA 1423 D-loop, partial sequence; mitochondrial"
"AFMTDNA1927","LGEMA","1538","LGEMA 1538","Conopophaga","lineata",NA,"cr","Conopophaga lineata voucher LGEMA 1538 D-loop, partial sequence; mitochondrial"
"AFMTDNA1928","LGEMA","1539","LGEMA 1539","Conopophaga","lineata",NA,"cr","Conopophaga lineata voucher LGEMA 1539 D-loop, partial sequence; mitochondrial"
"AFMTDNA1929","LGEMA","1540","LGEMA 1540","Conopophaga","lineata",NA,"cr","Conopophaga lineata voucher LGEMA 1540 D-loop, partial sequence; mitochondrial"
"AFMTDNA1930","LGEMA","1541","LGEMA 1541","Conopophaga","lineata",NA,"cr","Conopophaga lineata voucher LGEMA 1541 D-loop, partial sequence; mitochondrial"
"AFMTDNA1931","LGEMA","1228","LGEMA 1228","Conopophaga","lineata",NA,"cr","Conopophaga lineata voucher LGEMA 1228 D-loop, partial sequence; mitochondrial"
"AFMTDNA1932","LGEMA","1547","LGEMA 1547","Conopophaga","lineata",NA,"cr","Conopophaga lineata voucher LGEMA 1547 D-loop, partial sequence; mitochondrial"
"AFMTDNA1933","LGEMA","1549","LGEMA 1549","Conopophaga","lineata",NA,"cr","Conopophaga lineata voucher LGEMA 1549 D-loop, partial sequence; mitochondrial"
"AFMTDNA1934","LGEMA","1550","LGEMA 1550","Conopophaga","lineata",NA,"cr","Conopophaga lineata voucher LGEMA 1550 D-loop, partial sequence; mitochondrial"
"AFMTDNA1935","LGEMA","1553","LGEMA 1553","Conopophaga","lineata",NA,"cr","Conopophaga lineata voucher LGEMA 1553 D-loop, partial sequence; mitochondrial"
"AFMTDNA1936","LGEMA","1554","LGEMA 1554","Conopophaga","lineata",NA,"cr","Conopophaga lineata voucher LGEMA 1554 D-loop, partial sequence; mitochondrial"
"AFMTDNA1937","LGEMA","1557","LGEMA 1557","Conopophaga","lineata",NA,"cr","Conopophaga lineata voucher LGEMA 1557 D-loop, partial sequence; mitochondrial"
"AFMTDNA1938","LGEMA","1559","LGEMA 1559","Conopophaga","lineata",NA,"cr","Conopophaga lineata voucher LGEMA 1559 D-loop, partial sequence; mitochondrial"
"AFMTDNA1939","LGEMA","1558","LGEMA 1558","Conopophaga","lineata",NA,"cr","Conopophaga lineata voucher LGEMA 1558 D-loop, partial sequence; mitochondrial"
"AFMTDNA1940","LGEMA","1568","LGEMA 1568","Conopophaga","lineata",NA,"cr","Conopophaga lineata voucher LGEMA 1568 D-loop, partial sequence; mitochondrial"
"AFMTDNA1941","LGEMA","1627","LGEMA 1627","Conopophaga","lineata",NA,"cr","Conopophaga lineata voucher LGEMA 1627 D-loop, partial sequence; mitochondrial"
"AFMTDNA1942","LGEMA","1633","LGEMA 1633","Conopophaga","lineata",NA,"cr","Conopophaga lineata voucher LGEMA 1633 D-loop, partial sequence; mitochondrial"
"AFMTDNA1943","LGEMA","1668","LGEMA 1668","Conopophaga","lineata",NA,"cr","Conopophaga lineata voucher LGEMA 1668 D-loop, partial sequence; mitochondrial"
